id,delivery_method,customer_id,order_date,ship_date,status,payment_type
6014,Express,828,2025-07-19,2025-07-24,Pending,Bank Transfer
6015,Express,536,2024-09-19,2024-09-24,Shipped,Card
6016,Pickup,1143,2025-02-10,2025-02-16,Delivered,Bank Transfer
6017,Express,42,2025-01-29,2025-02-03,Pending,Bank Transfer
6018,Pickup,1978,2025-06-05,2025-06-07,Delivered,Card
6019,Express,470,2025-06-12,2025-06-19,Delivered,Bank Transfer
6020,Pickup,307,2024-06-24,2024-06-30,Pending,Cash on Delivery
6021,Pickup,987,2025-04-17,2025-04-21,Shipped,Bank Transfer
6022,Express,1911,2025-05-13,2025-05-20,Pending,Card
6023,Express,605,2025-03-13,2025-03-17,Shipped,Bank Transfer
6024,Pickup,379,2025-05-29,2025-06-04,Delivered,Bank Transfer
6025,Pickup,1137,2025-02-24,2025-02-26,Pending,Card
6026,Standard,564,2025-06-02,2025-06-04,Pending,Bank Transfer
6027,Express,1661,2024-11-21,2024-11-24,Shipped,Card
6028,Pickup,686,2025-03-03,2025-03-09,Delivered,Bank Transfer
6029,Standard,801,2025-05-06,2025-05-12,Shipped,Card
6030,Standard,274,2025-06-14,2025-06-16,Shipped,Bank Transfer
6031,Standard,156,2024-11-24,2024-11-28,Shipped,Bank Transfer
6032,Standard,1276,2025-01-13,2025-01-16,Shipped,Card
6033,Standard,307,2024-10-15,2024-10-17,Shipped,Card
6034,Express,432,2025-02-24,2025-02-26,Delivered,Bank Transfer
6035,Pickup,36,2025-06-27,2025-07-02,Delivered,Card
6036,Pickup,257,2024-10-03,2024-10-09,Shipped,Card
6037,Express,1603,2025-06-04,2025-06-09,Delivered,Cash on Delivery
6038,Pickup,302,2025-06-12,2025-06-15,Delivered,Cash on Delivery
6039,Standard,508,2025-02-21,2025-02-28,Shipped,Card
6040,Pickup,1921,2025-07-24,2025-07-28,Delivered,Card
6041,Express,730,2024-07-07,2024-07-09,Delivered,Card
6042,Pickup,957,2024-11-13,2024-11-17,Delivered,Bank Transfer
6043,Express,1742,2025-04-13,2025-04-19,Pending,Bank Transfer
6044,Express,584,2025-08-13,2025-08-17,Shipped,Bank Transfer
6045,Standard,1253,2025-05-21,2025-05-28,Delivered,Card
6046,Pickup,526,2025-08-11,2025-08-17,Pending,Bank Transfer
6047,Express,260,2024-09-17,2024-09-24,Pending,Cash on Delivery
6048,Pickup,146,2025-04-25,2025-04-29,Delivered,Card
6049,Express,1321,2025-03-13,2025-03-16,Delivered,Cash on Delivery
6050,Pickup,1005,2024-08-01,2024-08-03,Delivered,Bank Transfer
6051,Express,1038,2025-06-18,2025-06-25,Pending,Cash on Delivery
6052,Standard,1079,2025-06-28,2025-07-03,Pending,Bank Transfer
6053,Pickup,1865,2025-04-01,2025-04-03,Shipped,Cash on Delivery
6054,Standard,832,2024-07-26,2024-07-30,Shipped,Cash on Delivery
6055,Express,1985,2024-05-27,2024-06-01,Delivered,Bank Transfer
6056,Standard,1513,2025-02-03,2025-02-05,Shipped,Card
6057,Express,1045,2025-04-22,2025-04-27,Shipped,Cash on Delivery
6058,Pickup,508,2025-05-05,2025-05-09,Delivered,Card
6059,Standard,855,2025-08-04,2025-08-06,Delivered,Cash on Delivery
6060,Standard,84,2025-03-07,2025-03-09,Pending,Card
6061,Standard,1624,2025-03-20,2025-03-22,Shipped,Cash on Delivery
6062,Pickup,1002,2025-08-08,2025-08-14,Delivered,Bank Transfer
6063,Pickup,613,2025-07-29,2025-07-31,Pending,Cash on Delivery
6064,Standard,336,2024-10-11,2024-10-16,Pending,Cash on Delivery
6065,Pickup,173,2025-08-06,2025-08-09,Pending,Card
6066,Standard,617,2025-04-29,2025-05-04,Shipped,Bank Transfer
6067,Standard,932,2025-08-13,2025-08-16,Pending,Bank Transfer
6068,Express,271,2025-07-21,2025-07-23,Shipped,Bank Transfer
6069,Standard,1006,2025-03-22,2025-03-27,Shipped,Cash on Delivery
6070,Standard,542,2024-09-21,2024-09-24,Delivered,Card
6071,Express,17,2025-06-28,2025-07-04,Shipped,Bank Transfer
6072,Express,357,2025-05-01,2025-05-08,Delivered,Bank Transfer
6073,Standard,917,2025-04-30,2025-05-02,Shipped,Card
6074,Standard,1141,2025-03-12,2025-03-17,Pending,Bank Transfer
6075,Standard,1843,2025-02-03,2025-02-10,Delivered,Card
6076,Pickup,595,2025-06-27,2025-07-04,Shipped,Bank Transfer
6077,Standard,1352,2025-03-16,2025-03-18,Delivered,Cash on Delivery
6078,Pickup,875,2025-05-30,2025-06-06,Shipped,Card
6079,Pickup,766,2025-07-29,2025-08-03,Pending,Cash on Delivery
6080,Standard,1834,2025-07-31,2025-08-04,Delivered,Cash on Delivery
6081,Pickup,1261,2024-09-26,2024-09-30,Shipped,Card
6082,Standard,1157,2025-03-11,2025-03-16,Shipped,Cash on Delivery
6083,Express,1113,2024-06-18,2024-06-20,Shipped,Card
6084,Pickup,19,2024-07-16,2024-07-18,Delivered,Cash on Delivery
6085,Express,1105,2025-06-23,2025-06-25,Pending,Bank Transfer
6086,Standard,58,2025-08-09,2025-08-11,Pending,Card
6087,Pickup,916,2024-08-27,2024-09-02,Pending,Card
6088,Pickup,1921,2025-07-20,2025-07-22,Shipped,Card
6089,Express,925,2024-08-12,2024-08-15,Pending,Bank Transfer
6090,Standard,1787,2025-06-29,2025-07-01,Shipped,Bank Transfer
6091,Standard,324,2024-10-07,2024-10-12,Shipped,Cash on Delivery
6092,Standard,297,2024-05-10,2024-05-13,Shipped,Cash on Delivery
6093,Express,1256,2025-08-01,2025-08-05,Delivered,Bank Transfer
6094,Standard,767,2025-04-19,2025-04-26,Shipped,Cash on Delivery
6095,Standard,1018,2025-08-12,2025-08-17,Delivered,Bank Transfer
6096,Standard,780,2025-06-04,2025-06-08,Pending,Bank Transfer
6097,Pickup,1000,2024-10-15,2024-10-22,Shipped,Card
6098,Express,1370,2025-02-06,2025-02-08,Delivered,Cash on Delivery
6099,Pickup,1336,2024-05-07,2024-05-11,Delivered,Cash on Delivery
6100,Standard,1987,2024-06-06,2024-06-09,Pending,Bank Transfer
6101,Pickup,581,2025-04-21,2025-04-25,Shipped,Cash on Delivery
6102,Standard,1727,2025-05-24,2025-05-28,Shipped,Card
6103,Standard,80,2025-03-19,2025-03-25,Delivered,Card
6104,Pickup,1359,2025-03-20,2025-03-24,Pending,Bank Transfer
6105,Pickup,1676,2024-11-03,2024-11-10,Shipped,Cash on Delivery
6106,Express,1968,2024-12-30,2025-01-01,Pending,Bank Transfer
6107,Express,1919,2025-06-26,2025-07-01,Shipped,Cash on Delivery
6108,Standard,762,2024-10-08,2024-10-13,Delivered,Bank Transfer
6109,Express,1413,2025-06-20,2025-06-22,Shipped,Bank Transfer
6110,Express,1666,2024-01-02,2024-01-05,Shipped,Card
6111,Standard,826,2025-03-23,2025-03-27,Pending,Bank Transfer
6112,Pickup,1843,2024-06-23,2024-06-25,Delivered,Cash on Delivery
6113,Express,174,2025-08-10,2025-08-17,Delivered,Bank Transfer
6114,Express,1743,2025-08-13,2025-08-17,Pending,Cash on Delivery
6115,Standard,1817,2025-06-12,2025-06-19,Shipped,Card
6116,Express,343,2024-09-04,2024-09-10,Delivered,Cash on Delivery
6117,Pickup,73,2024-12-31,2025-01-06,Shipped,Bank Transfer
6118,Express,1643,2025-05-02,2025-05-04,Shipped,Bank Transfer
6119,Pickup,1342,2025-01-14,2025-01-21,Shipped,Cash on Delivery
6120,Express,1286,2025-07-01,2025-07-08,Delivered,Cash on Delivery
6121,Express,1496,2025-06-10,2025-06-17,Pending,Card
6122,Standard,1568,2025-08-10,2025-08-14,Pending,Bank Transfer
6123,Pickup,499,2025-02-03,2025-02-07,Pending,Cash on Delivery
6124,Standard,1464,2024-08-29,2024-09-01,Delivered,Card
6125,Express,464,2025-03-24,2025-03-30,Pending,Card
6126,Standard,723,2025-06-13,2025-06-17,Pending,Bank Transfer
6127,Express,261,2024-10-31,2024-11-03,Pending,Cash on Delivery
6128,Pickup,1837,2025-05-08,2025-05-13,Pending,Bank Transfer
6129,Standard,1203,2025-05-29,2025-05-31,Pending,Card
6130,Express,42,2025-03-25,2025-03-31,Delivered,Card
6131,Pickup,1137,2024-09-22,2024-09-24,Shipped,Cash on Delivery
6132,Express,1157,2025-03-19,2025-03-26,Pending,Cash on Delivery
6133,Pickup,538,2024-12-13,2024-12-20,Pending,Bank Transfer
6134,Pickup,1862,2024-03-11,2024-03-15,Shipped,Bank Transfer
6135,Express,1018,2025-06-12,2025-06-14,Shipped,Bank Transfer
6136,Express,1047,2024-07-22,2024-07-26,Pending,Cash on Delivery
6137,Pickup,1995,2025-02-16,2025-02-19,Delivered,Card
6138,Express,1452,2025-06-16,2025-06-21,Pending,Bank Transfer
6139,Pickup,1675,2025-04-07,2025-04-11,Pending,Card
6140,Express,1450,2024-09-08,2024-09-15,Shipped,Cash on Delivery
6141,Standard,216,2025-04-14,2025-04-18,Shipped,Cash on Delivery
6142,Express,835,2024-02-08,2024-02-12,Pending,Bank Transfer
6143,Standard,713,2025-07-06,2025-07-11,Shipped,Card
6144,Standard,1277,2025-05-30,2025-06-05,Shipped,Card
6145,Express,312,2024-06-22,2024-06-24,Shipped,Bank Transfer
6146,Express,1174,2025-05-18,2025-05-22,Pending,Cash on Delivery
6147,Pickup,804,2025-07-30,2025-08-05,Delivered,Bank Transfer
6148,Pickup,543,2025-04-08,2025-04-12,Pending,Cash on Delivery
6149,Pickup,1992,2025-07-16,2025-07-20,Delivered,Bank Transfer
6150,Standard,623,2025-08-08,2025-08-12,Shipped,Cash on Delivery
6151,Pickup,1087,2025-05-03,2025-05-05,Shipped,Cash on Delivery
6152,Standard,265,2024-10-13,2024-10-19,Delivered,Card
6153,Standard,982,2025-08-07,2025-08-09,Pending,Cash on Delivery
6154,Express,1107,2024-12-10,2024-12-16,Pending,Cash on Delivery
6155,Standard,1522,2025-07-24,2025-07-30,Shipped,Card
6156,Pickup,153,2024-08-19,2024-08-26,Pending,Cash on Delivery
6157,Pickup,1796,2025-06-05,2025-06-07,Pending,Bank Transfer
6158,Express,374,2025-04-19,2025-04-22,Delivered,Bank Transfer
6159,Standard,737,2025-03-12,2025-03-14,Shipped,Bank Transfer
6160,Pickup,1049,2025-05-11,2025-05-18,Pending,Card
6161,Express,161,2025-04-09,2025-04-15,Delivered,Card
6162,Express,124,2025-05-10,2025-05-12,Delivered,Bank Transfer
6163,Express,350,2024-05-03,2024-05-06,Pending,Cash on Delivery
6164,Express,256,2023-10-07,2023-10-12,Pending,Card
6165,Express,734,2024-07-19,2024-07-26,Shipped,Card
6166,Pickup,1300,2025-03-05,2025-03-08,Shipped,Card
6167,Standard,581,2024-08-28,2024-08-31,Delivered,Card
6168,Express,971,2025-06-07,2025-06-09,Delivered,Bank Transfer
6169,Pickup,1232,2025-07-15,2025-07-21,Shipped,Cash on Delivery
6170,Express,752,2024-08-13,2024-08-19,Pending,Cash on Delivery
6171,Pickup,311,2025-05-28,2025-06-03,Pending,Card
6172,Express,12,2025-03-19,2025-03-24,Pending,Cash on Delivery
6173,Standard,353,2025-07-25,2025-07-28,Shipped,Card
6174,Standard,1311,2025-02-16,2025-02-20,Pending,Cash on Delivery
6175,Standard,930,2025-03-19,2025-03-22,Delivered,Bank Transfer
6176,Express,1407,2025-07-26,2025-07-31,Shipped,Card
6177,Express,1823,2024-05-31,2024-06-05,Shipped,Bank Transfer
6178,Express,766,2025-08-01,2025-08-03,Pending,Card
6179,Express,182,2025-08-01,2025-08-05,Delivered,Bank Transfer
6180,Standard,758,2025-05-02,2025-05-06,Delivered,Cash on Delivery
6181,Express,1050,2025-02-03,2025-02-06,Pending,Cash on Delivery
6182,Standard,889,2025-06-09,2025-06-12,Delivered,Cash on Delivery
6183,Standard,1903,2025-04-14,2025-04-18,Delivered,Card
6184,Express,1360,2024-07-20,2024-07-24,Pending,Cash on Delivery
6185,Standard,916,2025-01-27,2025-01-29,Pending,Bank Transfer
6186,Standard,1785,2024-08-26,2024-09-02,Shipped,Bank Transfer
6187,Standard,1565,2025-07-08,2025-07-14,Shipped,Cash on Delivery
6188,Express,1316,2024-02-22,2024-02-24,Shipped,Cash on Delivery
6189,Standard,885,2025-01-15,2025-01-17,Delivered,Card
6190,Pickup,366,2025-04-06,2025-04-13,Delivered,Cash on Delivery
6191,Standard,1792,2023-12-05,2023-12-11,Delivered,Bank Transfer
6192,Standard,919,2025-04-29,2025-05-02,Delivered,Card
6193,Express,192,2025-03-07,2025-03-09,Delivered,Bank Transfer
6194,Express,1966,2023-11-03,2023-11-09,Shipped,Card
6195,Standard,786,2025-08-04,2025-08-11,Pending,Cash on Delivery
6196,Pickup,185,2024-11-19,2024-11-21,Delivered,Card
6197,Standard,921,2025-04-08,2025-04-12,Delivered,Cash on Delivery
6198,Express,18,2025-08-03,2025-08-10,Shipped,Cash on Delivery
6199,Pickup,1645,2025-03-13,2025-03-19,Delivered,Card
6200,Express,1241,2024-10-15,2024-10-17,Pending,Bank Transfer
6201,Express,1958,2024-11-02,2024-11-07,Pending,Cash on Delivery
6202,Pickup,1363,2025-04-15,2025-04-22,Pending,Bank Transfer
6203,Standard,987,2024-09-05,2024-09-08,Shipped,Bank Transfer
6204,Pickup,447,2025-03-14,2025-03-18,Pending,Bank Transfer
6205,Express,204,2025-07-21,2025-07-24,Pending,Cash on Delivery
6206,Pickup,773,2024-10-04,2024-10-11,Shipped,Cash on Delivery
6207,Standard,1955,2024-04-02,2024-04-08,Delivered,Cash on Delivery
6208,Standard,461,2025-03-01,2025-03-04,Pending,Cash on Delivery
6209,Express,407,2025-01-29,2025-02-04,Shipped,Card
6210,Pickup,1796,2025-06-17,2025-06-22,Delivered,Card
6211,Express,1961,2024-09-24,2024-09-29,Pending,Card
6212,Standard,246,2025-04-29,2025-05-03,Shipped,Cash on Delivery
6213,Express,21,2025-04-28,2025-04-30,Delivered,Bank Transfer
6214,Standard,462,2023-11-20,2023-11-27,Shipped,Card
6215,Pickup,282,2025-07-19,2025-07-26,Pending,Card
6216,Standard,1465,2024-12-03,2024-12-10,Shipped,Card
6217,Pickup,1532,2025-07-10,2025-07-16,Delivered,Card
6218,Express,901,2024-03-05,2024-03-09,Delivered,Cash on Delivery
6219,Standard,340,2025-04-25,2025-04-27,Shipped,Card
6220,Pickup,1465,2025-08-11,2025-08-13,Delivered,Card
6221,Express,1283,2025-01-24,2025-01-31,Delivered,Bank Transfer
6222,Pickup,401,2025-07-29,2025-08-01,Pending,Cash on Delivery
6223,Express,118,2024-10-31,2024-11-03,Shipped,Card
6224,Express,670,2025-04-05,2025-04-10,Delivered,Cash on Delivery
6225,Express,1475,2025-07-19,2025-07-21,Delivered,Card
6226,Standard,9,2025-06-30,2025-07-02,Shipped,Card
6227,Express,52,2025-05-01,2025-05-06,Shipped,Bank Transfer
6228,Standard,1499,2024-01-23,2024-01-26,Shipped,Cash on Delivery
6229,Standard,1419,2024-12-30,2025-01-06,Delivered,Card
6230,Express,1858,2025-07-24,2025-07-29,Shipped,Cash on Delivery
6231,Standard,1819,2025-03-23,2025-03-30,Pending,Card
6232,Express,89,2025-06-09,2025-06-12,Delivered,Bank Transfer
6233,Express,1564,2025-07-27,2025-07-31,Delivered,Cash on Delivery
6234,Standard,1643,2025-01-13,2025-01-15,Pending,Cash on Delivery
6235,Standard,1690,2025-03-14,2025-03-18,Shipped,Card
6236,Pickup,1578,2024-08-31,2024-09-05,Pending,Bank Transfer
6237,Pickup,534,2024-08-30,2024-09-05,Shipped,Cash on Delivery
6238,Express,166,2025-01-20,2025-01-24,Delivered,Cash on Delivery
6239,Pickup,147,2025-05-25,2025-05-30,Delivered,Bank Transfer
6240,Standard,575,2024-08-07,2024-08-11,Shipped,Card
6241,Standard,781,2024-06-11,2024-06-13,Pending,Card
6242,Standard,1223,2024-06-30,2024-07-04,Delivered,Cash on Delivery
6243,Express,1765,2024-08-20,2024-08-26,Shipped,Cash on Delivery
6244,Pickup,1052,2025-04-30,2025-05-04,Pending,Cash on Delivery
6245,Express,1542,2025-01-25,2025-02-01,Shipped,Cash on Delivery
6246,Express,926,2025-08-07,2025-08-12,Delivered,Bank Transfer
6247,Standard,678,2025-05-25,2025-05-30,Delivered,Card
6248,Express,1811,2025-08-09,2025-08-14,Shipped,Cash on Delivery
6249,Express,636,2025-01-10,2025-01-13,Pending,Card
6250,Standard,1060,2024-12-07,2024-12-09,Shipped,Bank Transfer
6251,Pickup,164,2024-08-26,2024-09-01,Delivered,Card
6252,Pickup,676,2025-06-22,2025-06-29,Pending,Bank Transfer
6253,Standard,1327,2025-06-10,2025-06-12,Pending,Card
6254,Express,1071,2024-09-18,2024-09-25,Shipped,Bank Transfer
6255,Express,432,2025-02-06,2025-02-13,Pending,Bank Transfer
6256,Pickup,1239,2025-08-09,2025-08-15,Shipped,Bank Transfer
6257,Express,68,2024-11-22,2024-11-24,Delivered,Card
6258,Pickup,1860,2025-05-22,2025-05-24,Delivered,Bank Transfer
6259,Pickup,1576,2025-03-26,2025-03-29,Pending,Card
6260,Standard,1754,2025-08-01,2025-08-08,Delivered,Cash on Delivery
6261,Standard,359,2025-05-18,2025-05-21,Shipped,Bank Transfer
6262,Express,1049,2025-04-27,2025-05-01,Pending,Bank Transfer
6263,Pickup,1368,2024-11-21,2024-11-26,Delivered,Bank Transfer
6264,Standard,424,2025-04-07,2025-04-11,Pending,Card
6265,Standard,159,2025-07-01,2025-07-04,Shipped,Card
6266,Pickup,1969,2025-06-19,2025-06-25,Shipped,Card
6267,Express,1070,2025-07-24,2025-07-29,Shipped,Card
6268,Standard,514,2025-08-08,2025-08-15,Pending,Bank Transfer
6269,Pickup,1784,2024-11-07,2024-11-13,Pending,Bank Transfer
6270,Pickup,1972,2025-05-31,2025-06-06,Shipped,Card
6271,Standard,506,2024-07-23,2024-07-30,Pending,Bank Transfer
6272,Express,244,2025-06-19,2025-06-25,Delivered,Card
6273,Standard,496,2025-04-06,2025-04-11,Pending,Card
6274,Express,1104,2024-03-15,2024-03-20,Shipped,Cash on Delivery
6275,Standard,1774,2024-04-01,2024-04-04,Pending,Card
6276,Pickup,31,2025-08-13,2025-08-18,Pending,Card
6277,Pickup,1307,2025-05-30,2025-06-01,Shipped,Card
6278,Express,1676,2025-07-07,2025-07-10,Pending,Bank Transfer
6279,Standard,880,2025-05-26,2025-06-01,Delivered,Cash on Delivery
6280,Pickup,1915,2025-04-02,2025-04-09,Pending,Bank Transfer
6281,Pickup,753,2025-06-27,2025-07-02,Shipped,Card
6282,Standard,122,2025-02-08,2025-02-12,Shipped,Bank Transfer
6283,Pickup,1005,2025-05-01,2025-05-06,Delivered,Card
6284,Pickup,204,2025-07-03,2025-07-10,Delivered,Cash on Delivery
6285,Express,468,2024-10-22,2024-10-28,Shipped,Cash on Delivery
6286,Pickup,1290,2024-03-23,2024-03-26,Delivered,Bank Transfer
6287,Pickup,1666,2024-05-06,2024-05-13,Pending,Cash on Delivery
6288,Express,517,2025-03-27,2025-04-02,Pending,Bank Transfer
6289,Pickup,1273,2025-07-20,2025-07-27,Pending,Card
6290,Standard,1449,2025-02-27,2025-03-03,Shipped,Bank Transfer
6291,Standard,553,2024-08-18,2024-08-24,Pending,Bank Transfer
6292,Standard,882,2024-07-18,2024-07-21,Delivered,Bank Transfer
6293,Pickup,957,2024-05-14,2024-05-21,Shipped,Bank Transfer
6294,Standard,233,2025-03-10,2025-03-17,Delivered,Bank Transfer
6295,Standard,1601,2024-09-19,2024-09-26,Pending,Bank Transfer
6296,Express,1423,2025-05-25,2025-05-31,Shipped,Cash on Delivery
6297,Express,808,2025-04-09,2025-04-14,Pending,Bank Transfer
6298,Pickup,1090,2023-11-23,2023-11-27,Shipped,Cash on Delivery
6299,Pickup,1676,2024-07-02,2024-07-04,Shipped,Card
6300,Standard,1232,2025-08-08,2025-08-13,Pending,Card
6301,Standard,328,2025-03-03,2025-03-10,Delivered,Bank Transfer
6302,Standard,178,2025-08-13,2025-08-15,Pending,Card
6303,Standard,815,2024-09-07,2024-09-12,Delivered,Bank Transfer
6304,Standard,431,2023-10-26,2023-10-31,Delivered,Card
6305,Express,1546,2025-05-11,2025-05-17,Delivered,Bank Transfer
6306,Pickup,1149,2025-01-15,2025-01-21,Shipped,Cash on Delivery
6307,Express,282,2025-04-29,2025-05-03,Pending,Bank Transfer
6308,Pickup,619,2025-08-03,2025-08-07,Shipped,Bank Transfer
6309,Pickup,1255,2024-08-20,2024-08-26,Pending,Card
6310,Pickup,549,2025-05-31,2025-06-06,Delivered,Bank Transfer
6311,Pickup,818,2025-03-26,2025-03-29,Shipped,Cash on Delivery
6312,Standard,857,2025-06-10,2025-06-16,Shipped,Cash on Delivery
6313,Express,1788,2025-07-04,2025-07-11,Shipped,Cash on Delivery
6314,Express,900,2024-10-16,2024-10-21,Delivered,Card
6315,Standard,434,2024-06-27,2024-07-03,Pending,Card
6316,Standard,469,2024-03-13,2024-03-16,Delivered,Card
6317,Express,1254,2024-10-24,2024-10-28,Shipped,Cash on Delivery
6318,Express,1838,2025-04-26,2025-04-29,Shipped,Cash on Delivery
6319,Pickup,694,2025-06-02,2025-06-09,Pending,Card
6320,Standard,126,2025-05-13,2025-05-15,Shipped,Card
6321,Pickup,1292,2024-07-22,2024-07-25,Shipped,Cash on Delivery
6322,Standard,57,2025-08-09,2025-08-16,Delivered,Cash on Delivery
6323,Standard,1748,2025-03-18,2025-03-24,Delivered,Bank Transfer
6324,Pickup,1629,2024-08-26,2024-09-01,Pending,Bank Transfer
6325,Express,1834,2025-07-05,2025-07-11,Delivered,Card
6326,Pickup,1806,2025-08-09,2025-08-15,Pending,Card
6327,Standard,1066,2025-08-06,2025-08-12,Delivered,Cash on Delivery
6328,Pickup,1473,2025-08-02,2025-08-06,Shipped,Card
6329,Standard,447,2025-01-18,2025-01-24,Pending,Card
6330,Express,222,2025-05-13,2025-05-17,Shipped,Bank Transfer
6331,Pickup,201,2024-09-13,2024-09-18,Shipped,Cash on Delivery
6332,Pickup,1205,2024-07-12,2024-07-17,Delivered,Bank Transfer
6333,Pickup,720,2025-08-10,2025-08-16,Delivered,Cash on Delivery
6334,Standard,380,2025-06-06,2025-06-13,Shipped,Bank Transfer
6335,Standard,614,2025-05-11,2025-05-14,Pending,Bank Transfer
6336,Standard,1362,2024-11-13,2024-11-20,Shipped,Card
6337,Standard,494,2025-01-30,2025-02-01,Pending,Cash on Delivery
6338,Pickup,1376,2024-01-17,2024-01-24,Delivered,Cash on Delivery
6339,Express,1797,2025-08-13,2025-08-20,Delivered,Bank Transfer
6340,Standard,1335,2025-08-14,2025-08-18,Delivered,Card
6341,Standard,575,2024-08-29,2024-09-04,Delivered,Card
6342,Express,803,2024-11-30,2024-12-05,Shipped,Card
6343,Standard,1500,2025-06-12,2025-06-15,Shipped,Cash on Delivery
6344,Express,1580,2025-06-06,2025-06-12,Shipped,Card
6345,Standard,1538,2025-04-09,2025-04-11,Delivered,Bank Transfer
6346,Standard,747,2025-01-31,2025-02-07,Delivered,Card
6347,Pickup,1772,2025-06-01,2025-06-05,Delivered,Cash on Delivery
6348,Standard,465,2024-07-23,2024-07-25,Delivered,Cash on Delivery
6349,Pickup,891,2025-07-05,2025-07-07,Pending,Cash on Delivery
6350,Pickup,638,2025-03-06,2025-03-13,Shipped,Cash on Delivery
6351,Pickup,41,2024-12-23,2024-12-29,Pending,Bank Transfer
